                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    108,                 0.4744,                0.72521,                 0.4029,                 1.0119,                 0.9881,                0.98131,                0.99453,                0.89045,                0.98071,                0.97196,                0.97671,                0.87527,                0.50046,                0.86911,                 0.3527,                 1.1328,              0.0009506,              0.0009506,              0.0009506
                    109,                0.49596,                0.69719,                0.43661,                 1.0199,                0.99733,                0.98131,                0.99481,                0.89644,                0.98016,                0.97196,                0.98442,                0.87659,                0.51088,                0.87453,                0.36873,                 1.1435,              0.0009407,              0.0009407,              0.0009407
                    110,                0.49144,                0.69241,                0.42522,                 1.0377,                0.99523,                0.99065,                  0.995,                0.88786,                 0.9722,                 0.9804,                0.98368,                0.88234,                0.51703,                0.83078,                0.34101,                 1.1575,              0.0009308,              0.0009308,              0.0009308
                    111,                 0.4615,                0.67669,                 0.3844,                 1.0047,                0.99776,                0.98131,                0.99414,                0.89135,                 0.9787,                0.96262,                0.98339,                0.87713,                 0.5248,                 0.8038,                0.37354,                  1.141,              0.0009209,              0.0009209,              0.0009209
                    112,                0.47636,                 0.7702,                0.42143,                 1.0135,                0.97244,                 0.9892,                0.99398,                0.89535,                0.95406,                0.97051,                 0.9829,                0.88704,                0.48235,                0.80508,                0.33436,                 1.0963,               0.000911,               0.000911,               0.000911
                    113,                0.47626,                0.73018,                0.41793,                 1.0153,                0.99921,                0.99065,                  0.995,                0.92054,                0.98027,                0.97196,                0.98447,                0.90223,                0.45185,                0.77915,                0.31074,                 1.0685,              0.0009011,              0.0009011,              0.0009011
                    114,                0.46897,                 0.7399,                0.41605,                0.99272,                      1,                0.96993,                0.99436,                0.91773,                0.99036,                0.96058,                0.97575,                0.89555,                0.46111,                0.91912,                0.33288,                 1.0733,              0.0008912,              0.0008912,              0.0008912
                    115,                0.46003,                0.69857,                0.39719,                 1.0167,                      1,                0.96178,                0.99435,                0.89727,                0.97085,                0.93393,                0.97945,                0.89221,                0.46074,                0.84372,                0.34667,                 1.0759,              0.0008813,              0.0008813,              0.0008813
                    116,                0.45491,                0.76096,                0.39967,                 0.9914,                      1,                0.98826,                  0.995,                0.89897,                0.98109,                0.96957,                0.98702,                0.89496,                0.44713,                0.77537,                0.31739,                 1.0882,              0.0008714,              0.0008714,              0.0008714
                    117,                 0.4209,                0.65566,                0.37573,                0.97768,                0.99947,                0.98131,                0.99491,                0.89359,                0.97793,                0.98131,                0.99203,                0.89023,                0.46585,                0.77947,                0.29337,                 1.0824,              0.0008615,              0.0008615,              0.0008615
                    118,                0.41365,                0.64143,                0.35894,                0.98039,                0.99888,                0.99065,                  0.995,                0.90274,                0.98672,                0.95327,                0.97486,                0.89039,                0.45668,                0.82577,                0.31061,                 1.0797,              0.0008516,              0.0008516,              0.0008516
                    119,                0.46126,                0.70486,                 0.3836,                 1.0124,                0.97875,                      1,                0.99453,                 0.9053,                0.97809,                0.97196,                0.98097,                0.89124,                0.45911,                0.80806,                0.32419,                 1.0839,              0.0008417,              0.0008417,              0.0008417
                    120,                0.43946,                0.67347,                0.39502,                0.99817,                0.96259,                0.99065,                 0.9938,                0.90152,                0.97136,                0.95102,                0.97033,                0.88702,                0.46332,                0.82982,                0.32116,                  1.059,              0.0008318,              0.0008318,              0.0008318
                    121,                0.43418,                0.63548,                0.36958,                0.99129,                0.97901,                0.98131,                0.99435,                0.89944,                0.98076,                0.95294,                0.97851,                0.88581,                0.49103,                0.89582,                0.30711,                  1.101,              0.0008219,              0.0008219,              0.0008219
                    122,                0.44571,                0.68275,                0.36814,                 1.0031,                0.97441,                0.98131,                0.99356,                0.88805,                0.97159,                0.95887,                0.96804,                0.87966,                0.48172,                0.96221,                0.32488,                 1.1036,               0.000812,               0.000812,               0.000812
                    123,                0.43649,                0.64805,                0.37208,                0.99064,                      1,                 0.9709,                0.99454,                 0.8992,                0.98075,                0.95237,                0.97452,                0.88118,                0.48325,                0.88565,                0.30536,                 1.1181,              0.0008021,              0.0008021,              0.0008021
                    124,                0.43452,                 0.6637,                0.40415,                0.99199,                0.99877,                0.98131,                0.99482,                0.90794,                0.98925,                0.97196,                0.99169,                0.89025,                 0.4474,                0.76786,                0.31068,                   1.08,              0.0007922,              0.0007922,              0.0007922
                    125,                 0.4518,                0.67291,                0.39315,                0.99519,                0.99068,                0.99296,                  0.995,                0.89547,                0.98137,                0.98445,                0.99236,                0.88691,                 0.4959,                0.75657,                0.31818,                 1.1346,              0.0007823,              0.0007823,              0.0007823
                    126,                0.44925,                0.65693,                0.36485,                 1.0047,                0.97988,                0.99065,                0.99444,                 0.9089,                0.97056,                0.98131,                0.99196,                0.90578,                0.46007,                0.73433,                0.29672,                 1.0741,              0.0007724,              0.0007724,              0.0007724
                    127,                0.43696,                0.68353,                0.36008,                0.98016,                      1,                0.99887,                  0.995,                0.90844,                0.97193,                0.97084,                0.98369,                0.90855,                0.47579,                 0.8197,                0.30448,                 1.1042,              0.0007625,              0.0007625,              0.0007625
                    128,                0.46463,                0.71149,                0.38857,                 1.0011,                      1,                0.98969,                  0.995,                0.88305,                0.98111,                  0.971,                0.98516,                0.89021,                0.52463,                0.83868,                0.30733,                 1.1876,              0.0007526,              0.0007526,              0.0007526
                    129,                0.45017,                0.70108,                0.39727,                0.99674,                0.97959,                0.97196,                0.99279,                0.88155,                0.96075,                0.95327,                0.96642,                0.87647,                0.50681,                0.73499,                0.33168,                 1.1619,              0.0007427,              0.0007427,              0.0007427
                    130,                0.46326,                0.65712,                0.38536,                 1.0152,                      1,                 0.9712,                0.98974,                0.89224,                0.98076,                0.95285,                0.96735,                0.87827,                0.46233,                0.74753,                0.33385,                  1.107,              0.0007328,              0.0007328,              0.0007328
                    131,                0.44438,                0.63462,                0.38342,                0.99022,                0.99891,                0.95327,                0.99232,                0.89479,                0.98911,                0.94393,                 0.9897,                0.89079,                0.48202,                0.77221,                0.34432,                 1.1097,              0.0007229,              0.0007229,              0.0007229
                    132,                0.43138,                0.65971,                0.37532,                0.98354,                0.97982,                      1,                0.99481,                0.89493,                      1,                0.95868,                0.97757,                0.89364,                0.49715,                0.84841,                0.32052,                  1.126,               0.000713,               0.000713,               0.000713
                    133,                0.40984,                0.64728,                0.36504,                 0.9632,                0.98945,                0.97196,                0.99331,                0.90057,                0.97989,                0.96262,                 0.9768,                0.89884,                0.47956,                0.87806,                0.30987,                 1.0991,              0.0007031,              0.0007031,              0.0007031
                    134,                0.42884,                0.64448,                0.36904,                0.98821,                0.99712,                0.99065,                  0.995,                0.89977,                 0.9712,                0.96262,                0.97602,                0.89588,                0.47381,                0.81439,                0.30441,                 1.1111,              0.0006932,              0.0006932,              0.0006932
                    135,                 0.4156,                0.62923,                0.37015,                0.97744,                 0.9811,                0.97037,                0.98521,                0.89273,                0.96139,                0.96262,                0.97499,                0.89302,                0.47595,                 0.8094,                0.30741,                 1.1221,              0.0006833,              0.0006833,              0.0006833
                    136,                0.40071,                0.65994,                0.35443,                0.96455,                0.99055,                0.97923,                0.99253,                0.91244,                0.98109,                0.96989,                0.98278,                0.90185,                 0.4374,                0.75836,                0.28058,                 1.0685,              0.0006734,              0.0006734,              0.0006734
                    137,                0.42997,                0.68923,                0.38645,                0.99953,                0.97241,                      1,                0.99453,                0.90773,                0.95413,                0.98131,                0.98314,                0.89964,                0.44651,                0.70619,                0.28415,                 1.0864,              0.0006635,              0.0006635,              0.0006635
                    138,                0.38084,                0.60371,                0.33488,                0.96307,                0.97215,                0.99065,                0.99426,                0.90829,                0.96298,                0.98131,                0.98298,                0.90539,                0.46802,                0.76682,                0.29334,                 1.0838,              0.0006536,              0.0006536,              0.0006536
                    139,                0.39812,                0.66138,                0.35692,                 0.9723,                0.98005,                0.99065,                0.99453,                0.91391,                 0.9708,                0.98131,                 0.9832,                0.90679,                0.45434,                0.82444,                0.28492,                 1.0788,              0.0006437,              0.0006437,              0.0006437
                    140,                0.42055,                0.63637,                 0.3668,                0.97545,                 0.9695,                0.99065,                0.99397,                0.90885,                0.96036,                0.98131,                0.98345,                0.90266,                0.43094,                0.70694,                0.29532,                 1.0561,              0.0006338,              0.0006338,              0.0006338
                    141,                0.38982,                0.61475,                0.34462,                0.95511,                 0.9896,                0.99065,                0.99444,                 0.9146,                0.97132,                0.98131,                0.98709,                 0.8981,                0.42905,                0.79395,                0.31152,                 1.0412,              0.0006239,              0.0006239,              0.0006239
                    142,                0.39192,                0.59283,                0.34101,                0.95522,                0.99055,                0.98003,                0.99287,                0.91274,                0.96222,                0.95202,                0.97343,                0.90253,                0.45441,                0.77321,                0.31719,                 1.0815,               0.000614,               0.000614,               0.000614
                    143,                0.39697,                0.60357,                0.35521,                0.97272,                0.99615,                0.98131,                0.98651,                0.89129,                0.97092,                0.96262,                0.96644,                0.88981,                0.47472,                0.91543,                0.33622,                 1.0916,              0.0006041,              0.0006041,              0.0006041
                    144,                0.41559,                0.64535,                 0.3673,                 0.9668,                0.99056,                0.98099,                 0.9864,                0.89091,                0.96226,                0.95304,                0.96559,                 0.8838,                0.46356,                0.92868,                0.31704,                 1.0978,              0.0005942,              0.0005942,              0.0005942
                    145,                0.40126,                0.62136,                0.35894,                0.96772,                0.99826,                0.96262,                0.99288,                0.89316,                0.97887,                0.94393,                0.96772,                0.89358,                0.44624,                0.85196,                0.33061,                 1.0783,              0.0005843,              0.0005843,              0.0005843
                    146,                0.40977,                0.60946,                0.36251,                0.96273,                0.98865,                0.98131,                0.99409,                 0.8966,                0.99028,                0.95193,                0.98738,                  0.895,                0.44905,                0.83513,                0.33005,                 1.0742,              0.0005744,              0.0005744,              0.0005744
                    147,                0.39732,                0.61896,                0.35831,                0.96036,                0.97959,                0.97196,                0.98826,                0.89261,                0.96075,                0.95327,                0.96864,                0.88405,                0.45309,                0.88234,                0.32727,                 1.0797,              0.0005645,              0.0005645,              0.0005645
                    148,                0.35308,                0.57475,                0.30914,                0.93939,                0.99908,                0.99065,                  0.995,                0.88926,                0.98063,                0.97196,                0.98038,                 0.8997,                0.46948,                0.82163,                0.29739,                 1.1096,              0.0005546,              0.0005546,              0.0005546
                    149,                0.36892,                0.57249,                0.32252,                0.94392,                0.98997,                0.99065,                0.99491,                0.90359,                0.98094,                0.96212,                0.98201,                0.89325,                0.44978,                0.82234,                0.28463,                 1.0855,              0.0005447,              0.0005447,              0.0005447
                    150,                0.37714,                0.60328,                0.32757,                0.97471,                0.99918,                0.99065,                  0.995,                0.91463,                0.98033,                0.97196,                0.98137,                0.89208,                0.43547,                 0.8361,                0.27047,                 1.0793,              0.0005348,              0.0005348,              0.0005348
                    151,                0.38053,                0.56667,                0.32813,                0.95229,                0.99756,                0.98131,                0.99438,                0.90478,                0.96906,                0.95327,                0.97595,                0.89678,                0.43745,                0.81173,                0.30098,                 1.0936,              0.0005249,              0.0005249,              0.0005249
                    152,                0.39081,                0.61253,                0.32992,                0.95397,                0.98218,                0.98131,                0.99087,                0.90546,                0.98843,                0.95327,                0.97467,                0.89237,                0.46377,                0.84936,                 0.3214,                 1.1196,               0.000515,               0.000515,               0.000515
                    153,                0.38962,                0.62895,                0.34411,                0.96061,                0.99907,                0.98131,                0.99481,                0.90541,                      1,                0.95874,                0.97863,                0.90348,                0.43714,                0.79077,                0.31502,                 1.0885,              0.0005051,              0.0005051,              0.0005051
                    154,                0.36074,                0.59923,                0.31167,                0.93366,                0.98982,                0.98131,                0.99387,                0.91014,                0.97747,                0.96262,                0.97685,                0.90215,                0.44112,                0.75607,                0.29301,                 1.0702,              0.0004952,              0.0004952,              0.0004952
                    155,                0.35027,                0.53886,                0.30725,                0.93788,                0.99868,                0.99065,                  0.995,                 0.9108,                0.98621,                0.97196,                 0.9849,                0.90129,                0.42493,                0.72631,                0.27769,                 1.0527,              0.0004853,              0.0004853,              0.0004853
                    156,                0.38128,                0.63465,                0.31451,                0.96242,                0.99919,                0.99065,                  0.995,                 0.9158,                0.98031,                0.97196,                0.97663,                0.88733,                0.41751,                 0.7661,                0.27867,                 1.0453,              0.0004754,              0.0004754,              0.0004754
                    157,                 0.3802,                0.60169,                0.32219,                0.95521,                 0.9994,                0.99065,                  0.995,                0.91668,                 0.9805,                0.97196,                0.97502,                0.88899,                 0.4111,                0.82215,                0.26579,                 1.0428,              0.0004655,              0.0004655,              0.0004655
                    158,                0.37334,                0.57139,                 0.3169,                0.95002,                0.99994,                0.99065,                  0.995,                0.91794,                0.98909,                0.97196,                0.97628,                0.89338,                0.41039,                0.87381,                0.28692,                 1.0359,              0.0004556,              0.0004556,              0.0004556
                    159,                 0.3783,                0.59841,                0.31924,                0.95865,                0.99056,                 0.9804,                0.99115,                0.92232,                0.98008,                0.96262,                0.97258,                0.88768,                0.40779,                 0.8821,                0.27783,                 1.0207,              0.0004457,              0.0004457,              0.0004457
                    160,                0.36513,                0.58604,                0.30087,                0.94695,                0.99704,                0.96262,                0.99065,                0.90845,                0.98034,                0.97196,                0.98023,                 0.8875,                0.43014,                0.83716,                0.28203,                 1.0393,              0.0004358,              0.0004358,              0.0004358
                    161,                0.37227,                 0.5856,                0.33253,                0.97284,                0.99686,                0.97196,                0.98644,                0.91479,                0.98728,                0.96262,                 0.9767,                0.89287,                0.42685,                0.78137,                0.29051,                 1.0491,              0.0004259,              0.0004259,              0.0004259
                    162,                0.35565,                0.57165,                0.31501,                0.93939,                      1,                0.97093,                0.98645,                0.91087,                0.97746,                0.98131,                0.98491,                0.88813,                0.43973,                0.77929,                0.28399,                 1.0685,               0.000416,               0.000416,               0.000416
                    163,                0.34901,                0.57684,                0.31396,                0.93168,                0.98828,                0.97196,                0.99327,                 0.9141,                0.99056,                0.98081,                0.98642,                0.89291,                0.42515,                 0.7888,                0.26966,                 1.0605,              0.0004061,              0.0004061,              0.0004061
